code,title,prerequisite,prerequisite_link,dept_link
NETS 8986,Research,,,/course-descriptions/nets/
NETS 9000,PhD Candidacy Achieved,,,/course-descriptions/nets/
NETS 9990,Dissertation Term 1,NETS 9000,https://catalog.northeastern.edu/search/?P=NETS%209000,/course-descriptions/nets/
NETS 9991,Dissertation Term 2,NETS 9990,https://catalog.northeastern.edu/search/?P=NETS%209990,/course-descriptions/nets/
NETS 9996,Dissertation Continuation,NETS 9991,https://catalog.northeastern.edu/search/?P=NETS%209991,/course-descriptions/nets/
NPM 6100,Strategic Management for the Nonprofit Sector,,,/course-descriptions/npm/
NPM 6110,Legal and Governance Issues in Nonprofit Organizations,,,/course-descriptions/npm/
NPM 6120,Financial Management for Nonprofit Organizations,,,/course-descriptions/npm/
NPM 6125,Promoting Nonprofit Organizations,,,/course-descriptions/npm/
NPM 6130,Fundraising and Development for Organizations,,,/course-descriptions/npm/
NPM 6140,Grant and Report Writing,,,/course-descriptions/npm/
NPM 6150,Human Resources Management in Nonprofit Organizations,,,/course-descriptions/npm/
NPM 6210,Social Value Investing and Effective Partnerships,,,/course-descriptions/npm/
NPM 6220,Donor Research and Management,NPM 6100,https://catalog.northeastern.edu/search/?P=NPM%206100,/course-descriptions/npm/
NPM 6230,Measuring Social Impact,,,/course-descriptions/npm/
NPM 6240,Managing the Annual Fund,,,/course-descriptions/npm/
NPM 6310,Social and Sustainable Entrepreneurship,,,/course-descriptions/npm/
NPM 6320,New Ventures in Social Entrepreneurship,,,/course-descriptions/npm/
NPM 6962,Elective,,,/course-descriptions/npm/
NPM 6980,Capstone,NPM 6110,https://catalog.northeastern.edu/search/?P=NPM%206110,/course-descriptions/npm/
NPM 6980,Capstone,NPM 6120,https://catalog.northeastern.edu/search/?P=NPM%206120,/course-descriptions/npm/
NPM 6980,Capstone,NPM 6125,https://catalog.northeastern.edu/search/?P=NPM%206125,/course-descriptions/npm/
NPM 6980,Capstone,NPM 6130,https://catalog.northeastern.edu/search/?P=NPM%206130,/course-descriptions/npm/
NPM 6980,Capstone,NPM 6140,https://catalog.northeastern.edu/search/?P=NPM%206140,/course-descriptions/npm/
NPM 6980,Capstone,NPM 6150,https://catalog.northeastern.edu/search/?P=NPM%206150,/course-descriptions/npm/
NPM 6995,Project,,,/course-descriptions/npm/
NRSG 1000,College: An Introduction,,,/course-descriptions/nrsg/
NRSG 1205,Wellness,,,/course-descriptions/nrsg/
NRSG 1990,Elective,,,/course-descriptions/nrsg/
NRSG 2000,Professional Development for Co-op,,,/course-descriptions/nrsg/
NRSG 2001,Foundations of Professional Nursing Practice,,,/course-descriptions/nrsg/
NRSG 2150,Ethical Healthcare: Genetics and Genomics,,,/course-descriptions/nrsg/
NRSG 2210,Influences on Health and Illness: A Nursing Perspective,BIOL 2217,https://catalog.northeastern.edu/search/?P=BIOL%202217,/course-descriptions/nrsg/
NRSG 2210,Influences on Health and Illness: A Nursing Perspective,BIOL 2221,https://catalog.northeastern.edu/search/?P=BIOL%202221,/course-descriptions/nrsg/
NRSG 2210,Influences on Health and Illness: A Nursing Perspective,ENGW 1111,https://catalog.northeastern.edu/search/?P=ENGW%201111,/course-descriptions/nrsg/
NRSG 2210,Influences on Health and Illness: A Nursing Perspective,ENGW 1111,https://catalog.northeastern.edu/search/?P=ENGW%201111,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,BIOL 2219,https://catalog.northeastern.edu/search/?P=BIOL%202219,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,BIOL 2221,https://catalog.northeastern.edu/search/?P=BIOL%202221,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,CHEM 1101,https://catalog.northeastern.edu/search/?P=CHEM%201101,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,CHEM 1161,https://catalog.northeastern.edu/search/?P=CHEM%201161,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,CHEM 1211,https://catalog.northeastern.edu/search/?P=CHEM%201211,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,HSCI 1105,https://catalog.northeastern.edu/search/?P=HSCI%201105,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,MATH 1215,https://catalog.northeastern.edu/search/?P=MATH%201215,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,MATH 1241,https://catalog.northeastern.edu/search/?P=MATH%201241,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,PSYC 1101,https://catalog.northeastern.edu/search/?P=PSYC%201101,/course-descriptions/nrsg/
NRSG 2220,Health Assessment and Fundamental Nursing Skills,PSYC 1101,https://catalog.northeastern.edu/search/?P=PSYC%201101,/course-descriptions/nrsg/
NRSG 2221,Lab for NRSG 2220,,,/course-descriptions/nrsg/
NRSG 2350,Integrated Pathophysiology and Pharmaceutical Interventions for Nursing Practice,BIOL 2217,https://catalog.northeastern.edu/search/?P=BIOL%202217,/course-descriptions/nrsg/
NRSG 2350,Integrated Pathophysiology and Pharmaceutical Interventions for Nursing Practice,BIOL 2219,https://catalog.northeastern.edu/search/?P=BIOL%202219,/course-descriptions/nrsg/
NRSG 2350,Integrated Pathophysiology and Pharmaceutical Interventions for Nursing Practice,BIOL 2221,https://catalog.northeastern.edu/search/?P=BIOL%202221,/course-descriptions/nrsg/
NRSG 2350,Integrated Pathophysiology and Pharmaceutical Interventions for Nursing Practice,CHEM 1101,https://catalog.northeastern.edu/search/?P=CHEM%201101,/course-descriptions/nrsg/
NRSG 2350,Integrated Pathophysiology and Pharmaceutical Interventions for Nursing Practice,CHEM 1161,https://catalog.northeastern.edu/search/?P=CHEM%201161,/course-descriptions/nrsg/
NRSG 2350,Integrated Pathophysiology and Pharmaceutical Interventions for Nursing Practice,CHEM 1211,https://catalog.northeastern.edu/search/?P=CHEM%201211,/course-descriptions/nrsg/
NRSG 2990,Elective,,,/course-descriptions/nrsg/
NRSG 2991,Research in Nursing,,,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 2350,https://catalog.northeastern.edu/search/?P=NRSG%202350,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 2350,https://catalog.northeastern.edu/search/?P=NRSG%202350,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,NRSG 5126,https://catalog.northeastern.edu/search/?P=NRSG%205126,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,PSYC 3404,https://catalog.northeastern.edu/search/?P=PSYC%203404,/course-descriptions/nrsg/
NRSG 3302,Nursing with Women and Families,PSYC 3404,https://catalog.northeastern.edu/search/?P=PSYC%203404,/course-descriptions/nrsg/
NRSG 3303,Clinical for NRSG 3302,,,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2210,https://catalog.northeastern.edu/search/?P=NRSG%202210,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2210,https://catalog.northeastern.edu/search/?P=NRSG%202210,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2210,https://catalog.northeastern.edu/search/?P=NRSG%202210,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 3323,https://catalog.northeastern.edu/search/?P=NRSG%203323,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 3323,https://catalog.northeastern.edu/search/?P=NRSG%203323,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 3323,https://catalog.northeastern.edu/search/?P=NRSG%203323,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 3324,https://catalog.northeastern.edu/search/?P=NRSG%203324,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 3324,https://catalog.northeastern.edu/search/?P=NRSG%203324,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 3324,https://catalog.northeastern.edu/search/?P=NRSG%203324,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2350,https://catalog.northeastern.edu/search/?P=NRSG%202350,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 2350,https://catalog.northeastern.edu/search/?P=NRSG%202350,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,NRSG 5126,https://catalog.northeastern.edu/search/?P=NRSG%205126,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,PSYC 3404,https://catalog.northeastern.edu/search/?P=PSYC%203404,/course-descriptions/nrsg/
NRSG 3320,Nursing Care of Adults 1,PSYC 3404,https://catalog.northeastern.edu/search/?P=PSYC%203404,/course-descriptions/nrsg/
NRSG 3321,Clinical for NRSG 3320,,,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 2220,https://catalog.northeastern.edu/search/?P=NRSG%202220,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 2221,https://catalog.northeastern.edu/search/?P=NRSG%202221,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 2350,https://catalog.northeastern.edu/search/?P=NRSG%202350,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 2350,https://catalog.northeastern.edu/search/?P=NRSG%202350,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 3323,Advanced Assessment and Interventions,NRSG 5126,https://catalog.northeastern.edu/search/?P=NRSG%205126,/course-descriptions/nrsg/
NRSG 3324,Lab for NRSG 3323,,,/course-descriptions/nrsg/
NRSG 3400,Nursing and the Promotion of Mental Health,NRSG 3323,https://catalog.northeastern.edu/search/?P=NRSG%203323,/course-descriptions/nrsg/
NRSG 3400,Nursing and the Promotion of Mental Health,NRSG 3323,https://catalog.northeastern.edu/search/?P=NRSG%203323,/course-descriptions/nrsg/
NRSG 3400,Nursing and the Promotion of Mental Health,PSYC 3404,https://catalog.northeastern.edu/search/?P=PSYC%203404,/course-descriptions/nrsg/
NRSG 3401,Clinical for NRSG 3400,,,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3320,https://catalog.northeastern.edu/search/?P=NRSG%203320,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3320,https://catalog.northeastern.edu/search/?P=NRSG%203320,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3320,https://catalog.northeastern.edu/search/?P=NRSG%203320,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3321,https://catalog.northeastern.edu/search/?P=NRSG%203321,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3321,https://catalog.northeastern.edu/search/?P=NRSG%203321,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3321,https://catalog.northeastern.edu/search/?P=NRSG%203321,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3323,https://catalog.northeastern.edu/search/?P=NRSG%203323,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3323,https://catalog.northeastern.edu/search/?P=NRSG%203323,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3323,https://catalog.northeastern.edu/search/?P=NRSG%203323,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3324,https://catalog.northeastern.edu/search/?P=NRSG%203324,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3324,https://catalog.northeastern.edu/search/?P=NRSG%203324,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3324,https://catalog.northeastern.edu/search/?P=NRSG%203324,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3302,https://catalog.northeastern.edu/search/?P=NRSG%203302,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3302,https://catalog.northeastern.edu/search/?P=NRSG%203302,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3302,https://catalog.northeastern.edu/search/?P=NRSG%203302,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3303,https://catalog.northeastern.edu/search/?P=NRSG%203303,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3303,https://catalog.northeastern.edu/search/?P=NRSG%203303,/course-descriptions/nrsg/
NRSG 3420,Nursing Care of Adults 2,NRSG 3303,https://catalog.northeastern.edu/search/?P=NRSG%203303,/course-descriptions/nrsg/
NRSG 3421,Clinical for NRSG 3420,,,/course-descriptions/nrsg/
NRSG 3990,Elective,,,/course-descriptions/nrsg/
NRSG 4502,Nursing Care of the Child,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4502,Nursing Care of the Child,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4502,Nursing Care of the Child,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4502,Nursing Care of the Child,NRSG 3421,https://catalog.northeastern.edu/search/?P=NRSG%203421,/course-descriptions/nrsg/
NRSG 4502,Nursing Care of the Child,NRSG 3421,https://catalog.northeastern.edu/search/?P=NRSG%203421,/course-descriptions/nrsg/
NRSG 4502,Nursing Care of the Child,NRSG 3421,https://catalog.northeastern.edu/search/?P=NRSG%203421,/course-descriptions/nrsg/
NRSG 4503,Clinical for NRSG 4502,,,/course-descriptions/nrsg/
NRSG 4604,Public Health Community Nursing,NRSG 3400,https://catalog.northeastern.edu/search/?P=NRSG%203400,/course-descriptions/nrsg/
NRSG 4604,Public Health Community Nursing,NRSG 3400,https://catalog.northeastern.edu/search/?P=NRSG%203400,/course-descriptions/nrsg/
NRSG 4604,Public Health Community Nursing,NRSG 3400,https://catalog.northeastern.edu/search/?P=NRSG%203400,/course-descriptions/nrsg/
NRSG 4604,Public Health Community Nursing,NRSG 3401,https://catalog.northeastern.edu/search/?P=NRSG%203401,/course-descriptions/nrsg/
NRSG 4604,Public Health Community Nursing,NRSG 3401,https://catalog.northeastern.edu/search/?P=NRSG%203401,/course-descriptions/nrsg/
NRSG 4604,Public Health Community Nursing,NRSG 3401,https://catalog.northeastern.edu/search/?P=NRSG%203401,/course-descriptions/nrsg/
NRSG 4605,Clinical for NRSG 4604,,,/course-descriptions/nrsg/
NRSG 4610,Managing and Leading in Healthcare,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4610,Managing and Leading in Healthcare,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4610,Managing and Leading in Healthcare,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3302,https://catalog.northeastern.edu/search/?P=ENGW%203302,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3303,https://catalog.northeastern.edu/search/?P=ENGW%203303,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3304,https://catalog.northeastern.edu/search/?P=ENGW%203304,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3305,https://catalog.northeastern.edu/search/?P=ENGW%203305,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3306,https://catalog.northeastern.edu/search/?P=ENGW%203306,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3307,https://catalog.northeastern.edu/search/?P=ENGW%203307,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3308,https://catalog.northeastern.edu/search/?P=ENGW%203308,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3309,https://catalog.northeastern.edu/search/?P=ENGW%203309,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3311,https://catalog.northeastern.edu/search/?P=ENGW%203311,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3314,https://catalog.northeastern.edu/search/?P=ENGW%203314,/course-descriptions/nrsg/
NRSG 4611,Managing and Leading in Healthcare—An International Perspective,ENGW 3315,https://catalog.northeastern.edu/search/?P=ENGW%203315,/course-descriptions/nrsg/
NRSG 4970,Junior/Senior Honors Project 1,,,/course-descriptions/nrsg/
NRSG 4971,Junior/Senior Honors Project 2,NRSG 4970,https://catalog.northeastern.edu/search/?P=NRSG%204970,/course-descriptions/nrsg/
NRSG 4990,Elective,,,/course-descriptions/nrsg/
NRSG 4991,Research,,,/course-descriptions/nrsg/
NRSG 4992,Directed Study,,,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 3420,https://catalog.northeastern.edu/search/?P=NRSG%203420,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 3421,https://catalog.northeastern.edu/search/?P=NRSG%203421,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 3421,https://catalog.northeastern.edu/search/?P=NRSG%203421,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 3421,https://catalog.northeastern.edu/search/?P=NRSG%203421,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4502,https://catalog.northeastern.edu/search/?P=NRSG%204502,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4502,https://catalog.northeastern.edu/search/?P=NRSG%204502,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4502,https://catalog.northeastern.edu/search/?P=NRSG%204502,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4503,https://catalog.northeastern.edu/search/?P=NRSG%204503,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4503,https://catalog.northeastern.edu/search/?P=NRSG%204503,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4503,https://catalog.northeastern.edu/search/?P=NRSG%204503,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4604,https://catalog.northeastern.edu/search/?P=NRSG%204604,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4604,https://catalog.northeastern.edu/search/?P=NRSG%204604,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4604,https://catalog.northeastern.edu/search/?P=NRSG%204604,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4605,https://catalog.northeastern.edu/search/?P=NRSG%204605,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4605,https://catalog.northeastern.edu/search/?P=NRSG%204605,/course-descriptions/nrsg/
NRSG 4995,Comprehensive Nursing Practicum,NRSG 4605,https://catalog.northeastern.edu/search/?P=NRSG%204605,/course-descriptions/nrsg/
NRSG 4996,Clinical for NRSG 4995,,,/course-descriptions/nrsg/
NRSG 4998,Nursing Skills Continuation,,,/course-descriptions/nrsg/
NRSG 4999,Clinical Continuation,,,/course-descriptions/nrsg/
NRSG 5000,Advanced Perspectives in Wellness,,,/course-descriptions/nrsg/
NRSG 5117,Advanced Pharmacology,,,/course-descriptions/nrsg/
NRSG 5118,Healthcare System and Professional Role Development,,,/course-descriptions/nrsg/
NRSG 5120,Statistics for Health Science,,,/course-descriptions/nrsg/
NRSG 5121,Epidemiology and Population Health,,,/course-descriptions/nrsg/
NRSG 5126,Pathophysiology for Advanced Practice,,,/course-descriptions/nrsg/
NRSG 5220,Introduction to Research Methods and Application for Healthcare,,,/course-descriptions/nrsg/
NRSG 5976,Directed Study,,,/course-descriptions/nrsg/
NRSG 6115,Health Assessment,,,/course-descriptions/nrsg/
NRSG 6116,Advanced Health Assessment of the Neonate and Infant,,,/course-descriptions/nrsg/
NRSG 6220,Nursing Management: Acute Episodic Illness,NRSG 6115,https://catalog.northeastern.edu/search/?P=NRSG%206115,/course-descriptions/nrsg/
NRSG 6220,Nursing Management: Acute Episodic Illness,NRSG 5126,https://catalog.northeastern.edu/search/?P=NRSG%205126,/course-descriptions/nrsg/
NRSG 6220,Nursing Management: Acute Episodic Illness,NRSG 5126,https://catalog.northeastern.edu/search/?P=NRSG%205126,/course-descriptions/nrsg/
NRSG 6220,Nursing Management: Acute Episodic Illness,NRSG 6222,https://catalog.northeastern.edu/search/?P=NRSG%206222,/course-descriptions/nrsg/
NRSG 6221,Nursing Management: Critical and Chronic Illness,NRSG 6220,https://catalog.northeastern.edu/search/?P=NRSG%206220,/course-descriptions/nrsg/
NRSG 6221,Nursing Management: Critical and Chronic Illness,NRSG 6222,https://catalog.northeastern.edu/search/?P=NRSG%206222,/course-descriptions/nrsg/
NRSG 6222,Pharmacology of Adults and Older Adults,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6222,Pharmacology of Adults and Older Adults,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6230,Nursing Management: Critically Ill Neonatal 1,,,/course-descriptions/nrsg/
NRSG 6231,Nursing Management: Critically Ill Neonatal 2,NRSG 6230,https://catalog.northeastern.edu/search/?P=NRSG%206230,/course-descriptions/nrsg/
NRSG 6232,Neonatal Pharmacology,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6232,Neonatal Pharmacology,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6241,Acute-Care Concepts in Nursing Practice,NRSG 6221,https://catalog.northeastern.edu/search/?P=NRSG%206221,/course-descriptions/nrsg/
NRSG 6241,Acute-Care Concepts in Nursing Practice,NRSG 6222,https://catalog.northeastern.edu/search/?P=NRSG%206222,/course-descriptions/nrsg/
NRSG 6243,Diagnostic Reasoning and Clinical Decision Making in Acute Care,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6243,Diagnostic Reasoning and Clinical Decision Making in Acute Care,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6245,Advanced Practice Colloquium in Acute Care,,,/course-descriptions/nrsg/
NRSG 6246,Acute Care Pharmacology,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6246,Acute Care Pharmacology,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6249,Health Promotion of Adult/Older Adult,NRSG 6115,https://catalog.northeastern.edu/search/?P=NRSG%206115,/course-descriptions/nrsg/
NRSG 6249,Health Promotion of Adult/Older Adult,NRSG 6115,https://catalog.northeastern.edu/search/?P=NRSG%206115,/course-descriptions/nrsg/
NRSG 6253,Primary Care of Adult/Older Adult Health Problems,NRSG 6249,https://catalog.northeastern.edu/search/?P=NRSG%206249,/course-descriptions/nrsg/
NRSG 6254,Primary Care of Adult/Older Adult Complex Patients,NRSG 6253,https://catalog.northeastern.edu/search/?P=NRSG%206253,/course-descriptions/nrsg/
NRSG 6262,Pediatric Pharmacology,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6262,Pediatric Pharmacology,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
NRSG 6264,Care of Well Child/Adolescent Health Promotion,NRSG 6115,https://catalog.northeastern.edu/search/?P=NRSG%206115,/course-descriptions/nrsg/
NRSG 6265,Care of Child/Adolescent Health Problems,NRSG 6264,https://catalog.northeastern.edu/search/?P=NRSG%206264,/course-descriptions/nrsg/
NRSG 6267,Care of the Critically Ill Child,NRSG 6265,https://catalog.northeastern.edu/search/?P=NRSG%206265,/course-descriptions/nrsg/
NRSG 6275,Health Promotion and Preventative Care in Pediatrics in the Context of Community Health,NRSG 6115,https://catalog.northeastern.edu/search/?P=NRSG%206115,/course-descriptions/nrsg/
NRSG 6276,Diagnostic Reasoning and Clinical Decision Making in PNP Practice,,,/course-descriptions/nrsg/
NRSG 6281,Dimensions of Clinical Psychiatric Practice,,,/course-descriptions/nrsg/
NRSG 6282,Clinical Psychopharmacology,NRSG 5117,https://catalog.northeastern.edu/search/?P=NRSG%205117,/course-descriptions/nrsg/
